ref_cat,x_coord,y_coord
8980301DF1788B,,
8980302DF1788B,,
8980304DF1788B,,
8980305DF1788B,,
8980306DF1788B,,
8980307DF1788B,,
8980308DF1788B,,
8980312DF1788B,,
8980313DF1788B,,
8980315DF1788B,,
8980316DF1788B,,
8980317DF1788B,,
8980319DF1788B,,
8980501DF1798A,,
8980502DF1798A,,
8980503DF1798A,,
8980504DF1798A,,
8980506DF1798A,,
8980508DF1798A,,
8980509DF1798A,,
8980510DF1798A,,
8980512DF1798A,,
8980513DF1798A,,
8980514DF1788B,,
8980515DF1788B,,
8980516DF1788B,,
8980517DF1788B,,
8980518DF1788B,,
8980519DF1788B,,
8980520DF1788B,,
8980521DF1788B,,
8980522DF1788B,,
8980523DF1788B,,
8980524DF1788B,,
8981501DF1798A,,
8981503DF1798A,,
8981504DF1798A,,
8981505DF1798A,,
8981506DF1798A,,
8981507DF1788B,,
8981508DF1788B,,
8981511DF1788B,,
8981512DF1788B,,
8981513DF1788B,,
8981514DF1788B,,
8981515DF1788B,,
8981516DF1788B,,
8981517DF1788B,,
8982501DF1788D,2.03057485843958,41.3500396345095
8982502DF1788D,2.03063064000267,41.3498813017572
8982504DF1788B,2.03068702599292,41.3497627873194
8982505DF1788B,2.03069673324498,41.3496482933786
8982506DF1788B,2.03048191878781,41.3496166689207
8982507DF1788B,2.03039701254025,41.3496029827426
8982508DF1788B,2.03035555092029,41.3496018227244
8982509DF1788B,2.03024936738597,41.3495881373072
8982510DF1788B,2.03014693047296,41.3495716910349
8982511DF1788B,2.03008335569938,41.3495624179338
8982512DF1788B,2.02999743061194,41.3495529564103
8982513DF1788B,2.02990653248737,41.3495403002681
8982514DF1788B,2.02976915833208,41.3495260812497
8982515DF1788B,2.02967031355855,41.3497426894759
8982516DF1788D,2.02964365947717,41.3498149752948
8982517DF1788D,2.02962758496779,41.3499314871796
8982518DF1788D,2.02959602890606,41.3500682255153
8982519DF1788D,2.02957181586061,41.3501371090383
8982520DF1788D,2.02973884630728,41.3501989579065
8982522DF1788D,2.02993468239848,41.3502288024217
8982523DF1788D,2.03002557346266,41.3502419989345
8983801DF1788D,2.03051601958456,41.3504442972254
8983802DF1788D,2.03017919675346,41.3504018260807
8983803DF1788D,2.03008235606982,41.3503867780399
8983806DF1788D,2.02953641318063,41.3503155197448
8983807DF1788D,2.02951642069936,41.3503819167384
9068203DF1796G,2.03080542519919,41.3369669616693
9068205DF1796G,2.03129612991359,41.3370404511552
9077901DF1797G,2.03196032989334,41.3457437176848
9077906DF1797E,2.03160291415741,41.3454469750723
9077907DF1797E,2.03145496290705,41.3455259870895
9077908DF1797E,2.03140927201655,41.3455038943916
9077909DF1797E,2.03135526329533,41.3454784889538
9077910DF1797E,2.03130298323529,41.3454574216562
9077924DF1797E,2.03191034152575,41.3457212287353
9077926DF1797E,2.03214956692206,41.345225574812
9078802DF1797G,2.03139647413677,41.3459641615462
9078803DF1797G,2.03135345632086,41.3459391188405
9078806DF1797G,2.03113431296564,41.3458213471878
9078808DF1797G,2.03096987011798,41.3458194221871
9079601DF1797G,2.03210477294001,41.3473139541291
9079604DF1797G,2.03149705326357,41.3472347993933
9079605DF1797G,2.03156565290552,41.3467354588714
9079607DF1797G,2.03143864911793,41.3472235889014
9079608DF1797G,2.03182152653381,41.347278784123
9079609DF1797G,2.03199008170189,41.3473019101971
9080702DF1798A,2.03199747496323,41.3479406060877
9080704DF1798A,2.03201590412208,41.3478100618841
9080705DF1798A,2.03203588365334,41.3477281713629
9080709DF1797G,2.03180700327227,41.3474199900503
9080713DF1798A,2.03124376962799,41.3477103367084
9080714DF1798A,2.03122489026463,41.347838895341
9080716DF1798A,2.03137520995463,41.3480117540519
9080717DF1798A,2.03146454319073,41.348025026389
9081401DF1798A,2.03167203965625,41.3496553331411
9081402DF1798A,2.03169764034946,41.3495007092072
9081403DF1798A,2.03171263257837,41.3494408452393
9081404DF1798A,2.03172172750455,41.3493756172097
9081405DF1798A,2.03173460568486,41.3493132133431
9081407DF1798A,2.03179623181617,41.348994144847
9081408DF1798A,2.03156885737493,41.3489632274249
9081409DF1798A,2.03151135783138,41.348963464139
9081410DF1798A,2.03134697437476,41.3489328061527
9081411DF1798A,2.03122840109184,41.3489244218673
9081413DF1798A,2.03090540601113,41.3495379071363
9081414DF1798A,2.03100777829242,41.3495667825729
9081419DF1798A,2.03129482539817,41.3496042384665
9081420DF1798A,2.03136787723972,41.3496112487115
9082401DF1798C,2.03145909478166,41.3504330522402
9082402DF1798C,2.03150611998501,41.3503653511324
9082404DF1798C,2.03154985565103,41.3502615021529
9082405DF1798C,2.03156628963144,41.3501769697313
9082406DF1798C,2.03157788676445,41.3501123032301
9082407DF1798C,2.03159827822167,41.3500269033522
9082411DF1798A,2.03163331334346,41.3497841751735
9082413DF1798A,2.03132175672221,41.3497308407265
9082414DF1798A,2.03126084514232,41.3497273555081
9082415DF1798A,2.03116648841971,41.3497141307947
9082416DF1798A,2.03107692324969,41.3497163492129
9082417DF1798A,2.03102364568102,41.349705902275
9082418DF1798C,2.03083636275857,41.3498328625611
9082801DF1798A,2.03386361225503,41.3499540671857
9082802DF1798A,2.03389597698171,41.3497943652549
9082803DF1798A,2.03390648678811,41.3497626569221
9082805DF1798A,2.03393458129338,41.3496492178055
9082806DF1798A,2.03394072729677,41.3495811725092
9082807DF1798A,2.03382941349945,41.3494535922077
9082808DF1798A,2.0339808009516,41.349449818887
9082809DF1798A,2.03401341051255,41.3492977753602
9082810DF1798A,2.03384047119683,41.3493363169867
9082811DF1798A,2.03373596058426,41.349322648831
9082813DF1798A,2.03356835689216,41.3492428759627
9082814DF1798A,2.0334409652538,41.3492245116218
9082815DF1798A,2.03338201200916,41.3492098746434
9082816DF1798A,2.03332342229147,41.3492029871604
9082817DF1798A,2.0331966999544,41.3491878708807
9082818DF1798A,2.03317780414345,41.3492612135411
9082819DF1798A,2.03315880568169,41.3493414911296
9082820DF1798A,2.03314267207453,41.3494139562362
9082821DF1798A,2.03313463650584,41.3494884710324
9082822DF1798A,2.0331108735024,41.3495595209038
9082823DF1798A,2.03306916170175,41.3497206753588
9082824DF1798A,2.03304325660182,41.34983953717
9082825DF1798A,2.03316121780438,41.349857102121
9082826DF1798A,2.0332126048378,41.3498660909836
9082827DF1798A,2.03328932505049,41.3498756529344
9082828DF1798A,2.03346101632759,41.3498973620017
9082829DF1798A,2.03351837550337,41.3499066711126
9082830DF1798A,2.03356929120279,41.3499152054813
9082831DF1798A,2.0336245336577,41.3499221548068
9082832DF1798A,2.03368839364606,41.3499283657893
9082833DF1798A,2.0337506572534,41.3499374457405
9083901DF1798C,2.03104544499918,41.3507912221436
9083902DF1798C,2.03087605076641,41.3507112501453
9083904DF1798C,2.03092180181366,41.350503831875
9178601DF1797G,2.03360753601925,41.3467794660588
9178603DF1797G,2.03383205526698,41.3466473191918
9178604DF1797G,2.0338697764522,41.3466264681793
9178605DF1797G,2.03394805444298,41.3465708282492
9178606DF1797G,2.03398533476276,41.3465474513891
9178609DF1797G,2.03422913149415,41.3460974997325
9178610DF1797G,2.03456193698319,41.3461274048336
9178611DF1797G,2.03413552410841,41.3460904989419
9178612DF1797G,2.03405211672545,41.3460807913557
9178613DF1797G,2.03399108086899,41.3460778469974
9178614DF1797G,2.03360842552645,41.3460403156219
9178615DF1797G,2.03348117523762,41.3460289783919
9178617DF1797G,2.03330641831408,41.3460131885842
9178619DF1797G,2.03312160589941,41.3460065017099
9178620DF1797G,2.0330698073959,41.3460012925139
9178621DF1797G,2.03301170930165,41.3459936884039
9178622DF1797G,2.03295616856647,41.3459909698207
9178623DF1797G,2.03290196381534,41.3459868212329
9178624DF1797G,2.03284339036451,41.3459790328926
9178625DF1797G,2.03278784565161,41.3459765844207
9178626DF1797G,2.03267258304207,41.3459629150142
9178628DF1797G,2.03255662825376,41.34595563502
9178630DF1797G,2.03243390253145,41.3459455056473
9178631DF1797G,2.03238006973249,41.345940459188
9178634DF1797G,2.03219423322413,41.3459222325753
9178639DF1797G,2.03113136706837,41.3465360698474
9178642DF1797G,2.03238921131128,41.3466954571115
9178643DF1797G,2.03266837026902,41.346715909088
9178644DF1797G,2.03279455809255,41.3467264276116
9178645DF1797G,2.0328409847254,41.346723124709
9178646DF1797G,2.03290706165803,41.3467327776131
9178649DF1797G,2.03319047555255,41.3467565067906
9178651DF1797G,2.03194855661218,41.3461512093861
9179602DF1797G,2.03347794666693,41.347338375836
9179603DF1797G,2.03350367165926,41.3472558126999
9179607DF1797G,2.03356477453209,41.3469956479647
9179608DF1797G,2.03357147620268,41.3469466132106
9179611DF1797G,2.03324627978929,41.346870740687
9179613DF1797G,2.03313013891739,41.3468597666175
9179614DF1797G,2.0330636579669,41.3468531730066
9179615DF1797G,2.03290030862798,41.3469871835579
9179616DF1797G,2.03286810190367,41.3468372978452
9179617DF1797G,2.0328119735447,41.3468338536504
9179618DF1797G,2.03273829505937,41.3468290008664
9179619DF1797G,2.03262970736606,41.3468245751973
9179620DF1797G,2.03251601966925,41.346809387591
9179621DF1797G,2.03245606552481,41.3468060011347
9179622DF1797G,2.03233140290428,41.3470799528207
9179623DF1797G,2.03228289578315,41.3473448166424
9179624DF1797G,2.03244371205522,41.3473658953197
9179625DF1797G,2.03250073297867,41.3473736708124
9179628DF1797G,2.03278178357119,41.3474118832523
9179629DF1797G,2.03288852524501,41.3473391888249
9179630DF1797G,2.03298624660405,41.3473025386895
9180701DF1798A,2.03328648552527,41.3481283492132
9180702DF1798A,2.0333105665928,41.3480276671933
9180703DF1798A,2.03333014721286,41.3479241550296
9180704DF1798A,2.03334695088983,41.3478225111158
9180706DF1798A,2.03329765280757,41.3476239314008
9180707DF1798A,2.03323334102284,41.3476160950543
9180708DF1798A,2.03316909414032,41.3476119523036
9180709DF1798A,2.03311776218125,41.3475993608741
9180710DF1798A,2.03304876262802,41.3475932865445
9180711DF1798A,2.03299094880329,41.3475825321763
9180712DF1798A,2.03293789035433,41.3475735291703
9180713DF1798A,2.03282953155762,41.3475616293627
9181803DF1798A,2.03319146093713,41.3485239721963
9181804DF1798A,2.03320828737916,41.3484531342466
9181805DF1798A,2.03321775586586,41.3484271820387
9181806DF1798A,2.03311075101711,41.3483721478153
9181807DF1798A,2.03302632344351,41.3483665743732
9181808DF1798A,2.03286196827776,41.3483421339814
9181809DF1798A,2.03270575955543,41.3483326242483
9181810DF1798A,2.03264705565269,41.3483173584623
9181811DF1798A,2.03250194187203,41.348293169371
9181812DF1798A,2.03242008301955,41.348283653768
9181813DF1798A,2.03234124682244,41.3482718215661
9181820DF1798A,2.03200772057345,41.3487579451409
9181821DF1798A,2.03200501980255,41.3488111569008
9181822DF1798A,2.03199202302228,41.3488654530332
9181823DF1798A,2.03226410054765,41.3489126888661
9181824DF1798A,2.03240021863482,41.3489551779748
9181828DF1798A,2.0327969464423,41.349004091072
9181829DF1798A,2.03285087465686,41.349010939647
9182404DF1798C,2.03271949978469,41.3502872826332
9182405DF1798C,2.0327893137505,41.3501254637647
9182406DF1798C,2.03281938178137,41.3500242016771
9182408DF1798C,2.03180267741622,41.3498015435195
9182409DF1798C,2.03180082298752,41.3498460250868
9182410DF1798C,2.03179448889033,41.3498943422001
9182411DF1798C,2.03177048690505,41.3499975466354
9182412DF1798C,2.0317456874787,41.3500900254011
9182413DF1798C,2.03173696170468,41.3501545359285
9182801DF1798A,2.03290439167921,41.3496674975353
9182802DF1798A,2.03295010087913,41.3494866502511
9182803DF1798A,2.03283323839091,41.3493545185991
9182807DF1798A,2.03194365561162,41.3491045562781
9182808DF1798A,2.031928058282,41.3491810791115
9182809DF1798A,2.03192377353745,41.349228242499
9182810DF1798A,2.03190259190439,41.3493428201813
9182811DF1798A,2.031868709202,41.3494755762831
9182812DF1798A,2.03185612619874,41.3495341994862
9182813DF1798A,2.03184862251228,41.3495969188049
9182814DF1798A,2.03183414790898,41.3496621916586
9265415DF1796E,2.03344288516987,41.334828862958
9278301DF1797G,2.03479819259005,41.3459853561543
9278302DF1797G,2.03472850745176,41.3460015256856
9278303DF1797G,2.03455251786912,41.3459882495395
9278304DF1797G,2.03441405313133,41.3459754681303
9278305DF1797G,2.03427949781327,41.3459650613189
9278306DF1797G,2.03419528221653,41.3455894611407
9278312DF1797G,2.03313763033134,41.3458686409733
9278318DF1797G,2.03268786066502,41.3458271197963
9278319DF1797G,2.03262469786909,41.3458225354805
9278320DF1797G,2.03248817545609,41.3458077864254
9278321DF1797G,2.03343572747102,41.3458933936547
9278322DF1797G,2.03353876277149,41.3459013749433
9278323DF1797G,2.03364552567098,41.3459078561605
9278324DF1797G,2.03414068262832,41.3459517361882
9279604DF1797G,2.03492918242495,41.3469980904261
9279605DF1797G,2.03484162907628,41.3469938432355
9279606DF1797G,2.03477810377213,41.3469894372098
9279607DF1797G,2.03467414637805,41.3469790172603
9279608DF1797G,2.03455925851815,41.3469721986067
